Handles  NPM(K)     PM(K)     WS(K)   CPU(s)      Id  SI  ProcessName        Path
   1173      25    152412    157190    21.39   43206   1  services           C:\Windows\System32\services.exe
   1240      54    170306    187075    24.98   43258   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
   1236      24    135847    151262    29.16   43286   1  ctfmon             C:\Windows\System32\ctfmon.exe
    357      31     39659     51543    40.89   43313   1  dwm                C:\Windows\System32\dwm.exe
    107      18    149292    150452    11.16   43365   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
   1376      60     71806     84836    12.80   43374   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    461       5     67653     81655    23.89   43422   1  sihost             C:\Windows\System32\sihost.exe
    173      57    137962    152261    41.89   43465   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    115      54    162279    179835    22.66   43511   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    403      43    140194    148910    39.67   43529   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
   1248      54     33056     39137    34.91   43551   1  services           C:\Windows\System32\services.exe
   1024      13     84600    102855    14.56   43566   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    320       8     69541     81804    42.52   43601   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
   1222      54     87882     93815     9.96   43621   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1215      56     65768     75351    29.84   43636   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
   1161      57     29609     38690     4.93   43677   1  wininit            C:\Windows\System32\wininit.exe
    451      44    136669    142552    31.19   43720   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    927      41     99558    108713    15.24   43769   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    685      37     14235     23863    14.61   43774   1  spoolsv            C:\Windows\System32\spoolsv.exe
   1067      43     57592     76660    38.44   43779   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
   1394      23     48890     59165    31.78   43789   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    146      60     49831     58097    32.27   43819   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    182      33     71364     85903    40.33   43856   1  svchost            C:\Windows\System32\svchost.exe
    409      39     35032     51914    22.11   43915   1  winlogon           C:\Windows\System32\winlogon.exe
   1134      57     69770     81954    12.17   43927   1  svchost            C:\Windows\System32\svchost.exe
    737      38    115877    134086    23.53   43979   1  sihost             C:\Windows\System32\sihost.exe
    685      35    179932    187641    18.07   44025   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    626       8     48094     63931    43.26   44046   1  sihost             C:\Windows\System32\sihost.exe
   1334      28     36460     41717    23.98   44054   1  lsass              C:\Windows\System32\lsass.exe
   1380      29    143745    151009    35.70   44060   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    175      21     96561    107784    43.74   44065   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    506      33     62514     76100    16.28   44105   1  conhost            C:\Windows\System32\conhost.exe
    488      22    164199    164757     1.61   44156   1  dwm                C:\Windows\System32\dwm.exe
    413      35    134111    147426    36.69   44215   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
   1302      35    114249    132038    20.50   44251   1  sihost             C:\Windows\System32\sihost.exe
   1188      17    133752    138888     6.37   44291   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
   1205      54     99638    112858    43.79   44349   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    291      56    154284    162410     4.90   44356   1  cmd                C:\Windows\System32\cmd.exe
   1118       6     53411     58875    32.36   44372   1  svchost            C:\Windows\System32\svchost.exe
    686      42    173856    181521    27.87   44421   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    615      54    162050    168455    34.63   44438   1  winlogon           C:\Windows\System32\winlogon.exe
   1197      35    175828    191582    41.27   44465   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
   1041      24    122739    137147    29.47   44506   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    289      34     10328     17893    26.59   44553   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    714      27     52267     59837    42.74   44604   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    860      17    126272    130859    18.19   44624   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    489      36     58638     75293    38.10   44657   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
   1213      28    124722    129606    36.56   44679   1  dllhost            C:\Windows\System32\dllhost.exe
   1088      30    172980    192253    44.16   44733   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    528      15    101457    107311    28.67   44788   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
   1221      19     26121     28638    25.75   44823   1  svchost            C:\Windows\System32\svchost.exe
    681      27     15730     27386    28.25   44834   1  dllhost            C:\Windows\System32\dllhost.exe
   1257      23    125923    134745    26.57   44874   1  audiodg            C:\Windows\System32\audiodg.exe
    147      20     63725     79648     8.59   44924   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    977       8     60925     62910    34.73   44952   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    542      21     32241     47756    36.42   44980   1  sihost             C:\Windows\System32\sihost.exe
    707      24     37016     47835    39.82   45011   1  services           C:\Windows\System32\services.exe
   1187      52     42191     55318     1.28   45067   1  ctfmon             C:\Windows\System32\ctfmon.exe
    809      22     52091     59539    29.46   45111   1  explorer           C:\Windows\explorer.exe
   1088      15     37746     55064    15.27   45160   1  conhost            C:\Windows\System32\conhost.exe
    319      58    176469    180494     1.41   45220   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
   1099      39    107949    117902    19.22   45247   1  spoolsv            C:\Windows\System32\spoolsv.exe
    411      34    137308    146482    30.64   45294   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    488      40     92353    107596    40.28   45312   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
   1277      14    129932    146006    28.30   45336   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    322       6      5365     20052    23.38   45352   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
   1075      47     49501     64302     9.48   45378   1  spoolsv            C:\Windows\System32\spoolsv.exe
    742      55     54520     64412    23.44   45390   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    539      12    138781    140440    43.01   45401   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
   1322      11     18279     36540     9.51   45407   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    757      21     18961     26100     5.46   45441   1  spoolsv            C:\Windows\System32\spoolsv.exe
    644      36    147010    150180    22.10   45488   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    272      39     93471    105641    32.11   45521   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    683      51     27605     38287     3.80   45565   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
   1241      29     73878     85564    30.80   45614   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    415      45    138355    157462    30.34   45641   1  lsass              C:\Windows\System32\lsass.exe
   1021      33     27132     34090    18.69   45693   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
     86      44     41087     59848    20.14   45751   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
   1251      33    128224    132547    24.32   45786   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    478      24    133980    145953    36.03   45832   1  taskhostw          C:\Windows\System32\taskhostw.exe
    155      42    172223    187418     7.08   45838   1  dllhost            C:\Windows\System32\dllhost.exe
   1242      34     53295     56324    10.08   45856   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1388      26     80396     85310    20.71   45880   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    295      23    108959    123977    22.77   45930   1  ctfmon             C:\Windows\System32\ctfmon.exe
    133      32    100908    114939    27.75   45989   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    179      35    150316    168064     7.00   46015   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    987      19     78221     79648    26.73   46056   1  dwm                C:\Windows\System32\dwm.exe
    162      16    151209    168687    29.42   46080   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    982       6    173022    181958     9.66   46128   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
   1271      45     62343     81944    35.72   46132   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
   1272      24     53874     70654    41.17   46178   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    394      47    171363    171979    12.66   46237   1  taskhostw          C:\Windows\System32\taskhostw.exe
   1370      59     92929    108952    37.58   46273   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    145      48    143582    159464     9.47   46282   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    237      59     85954     90126    32.42   46334   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    418      28     47092     53000    21.36   46379   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    323      34    148678    159861    30.74   46399   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
   1150      15     10495     25192    14.01   46421   1  ctfmon             C:\Windows\System32\ctfmon.exe
    992      12     40597     52600    40.58   46468   1  conhost            C:\Windows\System32\conhost.exe
    927       7     66756     78482    11.74   46519   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    401      24    126652    129573    16.11   46530   1  spoolsv            C:\Windows\System32\spoolsv.exe
    342      24    164000    167258    16.70   46554   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    912      41     21083     36977    11.50   46576   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1294      36     95821     97509    36.18   46586   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
   1254      36     13041     32686    26.62   46611   1  notepad            C:\Windows\System32\notepad.exe
   1121      22     84280    102364    41.38   46649   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    301      25    163476    182413    18.66   46667   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    441      12    152040    153645    29.09   46722   1  lsass              C:\Windows\System32\lsass.exe
    908       5     38034     52284    40.74   46772   1  dllhost            C:\Windows\System32\dllhost.exe
     99      51     56343     59703     1.89   46800   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    265      57    179803    189932    20.85   46815   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    889      22     82438    100767    36.01   46868   1  ctfmon             C:\Windows\System32\ctfmon.exe
   1131      18    140171    147554    12.30   46883   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    929      17    120708    126044     8.55   46921   1  dllhost            C:\Windows\System32\dllhost.exe
    617      48    141943    145153    28.64   46956   1  conhost            C:\Windows\System32\conhost.exe
   1222      48    129419    131133    29.77   46985   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
   1343      34    135483    137961     3.74   47012   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
   1344       7    149481    164598    42.82   47037   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
   1330       5     99299    116599     1.82   47042   1  csrss              C:\Windows\System32\csrss.exe
    747      46    157309    158884    32.89   47102   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    595      53    132675    135305    33.11   47142   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    732      21    169265    171190    41.00   47187   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    626      55     45926     63393    26.52   47204   1  cmd                C:\Windows\System32\cmd.exe
    448      35     37158     49579    11.44   47209   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    514      33    160330    169969     2.61   47224   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
   1128      48     76753     83700    10.80   47277   1  sihost             C:\Windows\System32\sihost.exe
    478      19    163405    165128    37.62   47312   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    520      45    174745    188143     9.00   47328   1  dwm                C:\Windows\System32\dwm.exe
    276      59    116442    130026    43.95   47350   1  notepad            C:\Windows\System32\notepad.exe
    287      59     83116     88574     8.31   47389   1  explorer           C:\Windows\explorer.exe
    268      31     32236     48752    11.76   47423   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
   1276      13     35046     46955     2.67   47450   1  dllhost            C:\Windows\System32\dllhost.exe
    210      21     65639     71387    16.58   47475   1  spoolsv            C:\Windows\System32\spoolsv.exe
    541      46    144075    162532     3.04   47510   1  notepad            C:\Windows\System32\notepad.exe
    641      51    107339    120757     2.50   47523   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    572      22     33673     39745     3.27   47566   1  ctfmon             C:\Windows\System32\ctfmon.exe
    632      48     57879     70857    12.64   47577   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    653      27    108424    122612    35.42   47625   1  sihost             C:\Windows\System32\sihost.exe
    587      21     73436     85054    25.55   47677   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1086      41      3451     19471    43.05   47721   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    344      13    179259    182931    37.98   47726   1  notepad            C:\Windows\System32\notepad.exe
    728      57     44017     51681    33.32   47784   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    897      46     71133     77970    33.80   47826   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    905      53    140686    159422    35.44   47882   1  svchost            C:\Windows\System32\svchost.exe
    255      14    139400    142962     7.36   47906   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
   1244      12     87375     93857    23.75   47928   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
   1083      50     85397     90782    31.14   47965   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    687      40    120786    122303     2.09   48009   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    656      14     52951     55365    37.70   48036   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    730      52     83791     98613    27.44   48062   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    651      41     56540     57436    24.76   48083   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    599       7     40392     53939    16.82   48127   1  cmd                C:\Windows\System32\cmd.exe
   1135      15    173350    188300     2.89   48169   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
   1115      36    111926    114407     1.66   48180   1  dllhost            C:\Windows\System32\dllhost.exe
    248      23     22736     38184    24.87   48228   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
   1058      27    132402    147534    25.26   48283   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    268      24    154034    165760    13.63   48334   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
   1020      14     10980     27612    19.29   48374   1  spoolsv            C:\Windows\System32\spoolsv.exe
    178      24     28137     47686    40.13   48399   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    515      20    131654    139329    12.30   48419   1  services           C:\Windows\System32\services.exe
    604      20     41617     50601    39.82   48469   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
   1163      28      9208     26434    15.97   48493   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    333      40    145953    152267    25.48   48532   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
   1101      21     14348     26613    38.26   48541   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
   1372      35     72775     73492    28.57   48562   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    587      13     21446     27496    38.08   48619   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    976      51    175299    187217    28.63   48631   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    405      41    106410    120673    14.86   48662   1  explorer           C:\Windows\explorer.exe
    225      22     32590     51779    35.18   48684   1  dwm                C:\Windows\System32\dwm.exe
    186      31    133264    151890     0.16   48694   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    988      53     92137     98464    25.61   48699   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    352      48     73372     81567    17.24   48750   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    207      33     68978     81930    26.29   48793   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    626      27     76514     88951    17.81   48842   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
   1222      46    155668    173431    24.49   48873   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
   1054      13     42498     53508    28.14   48912   1  notepad            C:\Windows\System32\notepad.exe
   1052      38     71775     87129     9.82   48957   1  audiodg            C:\Windows\System32\audiodg.exe
    496      50    120215    122579    40.36   48975   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    908      32    142181    149693    44.58   48991   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    202      30     18495     22928    17.42   49020   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    126       5     80998     97606    11.49   49026   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1251      22    143400    146361    14.11   49048   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    260      13    169212    182450     8.28   49094   1  ctfmon             C:\Windows\System32\ctfmon.exe
   1394       5     49156     52930    28.44   49141   1  winlogon           C:\Windows\System32\winlogon.exe
    976      54    156932    162595    14.56   49191   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    930      31     33056     47955    10.48   49196   1  sihost             C:\Windows\System32\sihost.exe
   1253      26     25802     33570    38.01   49254   1  dwm                C:\Windows\System32\dwm.exe
    699       9     66544     79076    17.09   49283   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    189      35    128945    137435    36.73   49336   1  winlogon           C:\Windows\System32\winlogon.exe
    629      25    124604    131640    17.16   49392   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
   1164      30    165776    173036    19.67   49397   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
   1331      29     66015     85439    28.53   49450   1  winlogon           C:\Windows\System32\winlogon.exe
    786      35    142264    144309    23.10   49472   1  dllhost            C:\Windows\System32\dllhost.exe
    288       7     54518     64931    17.84   49486   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
   1173      22    151809    160422    39.36   49529   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
   1137      33    172421    174744    40.46   49548   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
   1106      41     81204     99981    36.93   49605   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    856      27     98081     99246    21.22   49650   1  lsass              C:\Windows\System32\lsass.exe
   1161      12    125187    139875    11.14   49663   1  lsass              C:\Windows\System32\lsass.exe
     84      52     58677     71027    29.91   49669   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
   1399      55    139045    152784    38.73   49715   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
   1050      50    109540    114700    17.77   49771   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    473      37    124515    144070    39.57   49821   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    221      36     93170     99379     4.97   49856   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    406      41    141347    151658    25.25   49869   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
   1335      51      5457     24534    44.08   49917   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
   1076       6    133376    137516    21.66   49926   1  ctfmon             C:\Windows\System32\ctfmon.exe
    718      58     74424     80870    35.07   49954   1  lsass              C:\Windows\System32\lsass.exe
    348      50     57060     72201    30.28   49972   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
    525      43    177184    195580    13.47   49981   1  services           C:\Windows\System32\services.exe
    450      47    166395    183865    29.18   50013   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    910      38    164982    173847    26.16   50020   1  taskhostw          C:\Windows\System32\taskhostw.exe
   1161      19     49445     65053    31.59   50026   1  sihost             C:\Windows\System32\sihost.exe
    298      18     13259     23334    30.02   50036   1  notepad            C:\Windows\System32\notepad.exe
   1343      14     77451     87336    24.85   50074   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
   1136      18    127892    140474     5.14   50112   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1084      53    107938    127779    10.24   50148   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    475      38     72006     76069    27.59   50195   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    674      56     57830     72108     3.84   50234   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    741      53     48850     68336    21.44   50267   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    987      32    121635    140167    22.73   50273   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
   1178      45    176512    193878     0.91   50280   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    467      58     52441     72162    16.12   50286   1  winlogon           C:\Windows\System32\winlogon.exe
    516       8    116262    117562    30.71   50346   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    112      19    162153    181457    25.02   50361   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    753      20     26617     46132    19.55   50413   1  winlogon           C:\Windows\System32\winlogon.exe
    753      42     52260     54540    25.71   50427   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
    926      31     34418     52749    22.84   50460   1  taskhostw          C:\Windows\System32\taskhostw.exe
    696      27    116561    127876    34.25   50487   1  taskhostw          C:\Windows\System32\taskhostw.exe
    305      22     41938     51026     7.79   50521   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
   1307      56     32180     48642    22.44   50562   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    563      14     32493     45522    34.84   50580   1  services           C:\Windows\System32\services.exe
    382      36     79759     97645    37.55   50621   1  sihost             C:\Windows\System32\sihost.exe
    702      48    129328    134784    20.51   50663   1  dllhost            C:\Windows\System32\dllhost.exe
    179      27     14017     20221    27.33   50668   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    599      58     99712    105258     0.57   50723   1  spoolsv            C:\Windows\System32\spoolsv.exe
    342      17    130878    138795    41.71   50744   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    240      18     63411     76966    17.44   50759   1  csrss              C:\Windows\System32\csrss.exe
   1012      55    147935    155255    37.20   50779   1  wininit            C:\Windows\System32\wininit.exe
   1247      26     89006     89802    25.78   50808   1  sihost             C:\Windows\System32\sihost.exe
   1138      45     69272     89244    32.23   50844   1  cmd                C:\Windows\System32\cmd.exe
    146      41     71913     90756    21.31   50885   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    897      19     84749     97884    20.49   50906   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    739      40     44697     51801    41.49   50961   1  cmd                C:\Windows\System32\cmd.exe
    825       8    165418    182562    44.69   50970   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    905       9     74115     88080    33.69   50989   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    475      49    143981    163481    36.60   51049   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    171      36      2090      4138    19.90   51068   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
   1071      22     40114     54365    35.73   51110   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    575      48    141691    152231     0.10   51122   1  wininit            C:\Windows\System32\wininit.exe
   1071      58     93899    105113    41.06   51177   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    454      38     25596     36037    26.97   51189   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    309      55     22088     33248     4.51   51227   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    310      16     52632     61563    16.99   51245   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    827      53    171310    177430    16.84   51255   1  lsass              C:\Windows\System32\lsass.exe
    537      57    153530    154407    36.09   51292   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    453      12    145295    158175    27.42   51334   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1287      36    137734    149023    35.42   51338   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    320      41     17495     26484     2.82   51386   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    290      37     32190     34820    22.65   51407   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
   1114      17     37393     44475    33.57   51425   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
    878      49     50005     66709    18.55   51462   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
   1001      60    151674    171479    36.21   51473   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    571      13    169213    182140    41.48   51528   1  audiodg            C:\Windows\System32\audiodg.exe
     90      34     86692     91150    10.41   51536   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    335      53     67055     68775     7.87   51566   1  dwm                C:\Windows\System32\dwm.exe
    882      51    105877    122757     8.85   51572   1  cmd                C:\Windows\System32\cmd.exe
   1262      25     42700     46723    36.22   51603   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    975       9     63851     70556    44.53   51613   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    381      21     31297     33624    13.58   51648   1  csrss              C:\Windows\System32\csrss.exe
    795      40    139374    153263    36.63   51705   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    497      33     46697     49482    20.72   51716   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    827      40    162725    167259    27.61   51754   1  csrss              C:\Windows\System32\csrss.exe
   1187      31     31125     46669    30.29   51767   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    206      28     22495     33288    12.29   51786   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
    919      17     73649     77505    37.98   51797   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
   1359       9     22389     31726    37.95   51847   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
   1264      48    119921    121357    41.89   51867   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    643      51    150859    161375    33.88   51915   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    661      48    145686    165043     9.28   51934   1  svchost            C:\Windows\System32\svchost.exe
    270      21    142123    145272    43.28   51976   1  conhost            C:\Windows\System32\conhost.exe
    269       6     18614     37985    15.32   51994   1  dwm                C:\Windows\System32\dwm.exe
    954      41     85793    101352    13.03   52003   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
